"","DATE","SITE","SAMPLE_DESCRIPTOR","MEAN.AS","STDER.AS","MEAN.CD","STDER.CD","MEAN.CU","STDER.CU","MEAN.FE","STDER.FE","MEAN.PB","STDER.PB","MEAN.ZN","STDER.ZN"
"1","2021-06-22","WS","EPIL",0.211680928152945,0.119394044094941,0.00956545919416178,0.00594410172279365,1.46917884674684,0.857589079639152,45.912083718779,25.5014563200402,0.174354622777264,0.0971636162171726,53.0876507092198,33.430417502633
"2","2021-07-07","WS","EPIL",0.0695762909031428,0.00658955882901615,0.00338270542254637,0.000256604061999833,0.453697934840207,0.0253369480497691,13.7732076022847,0.571428766405383,0.0730269816095687,0.0226151180404637,69.6936797064444,25.2598996452489
"3","2021-08-03","WS","EPIL",0.0298957028947126,0.00620057738981763,0.00316746354450151,0.00061144190321405,0.448428813116494,0.0540310413442023,10.9429263903681,1.31541227544691,0.0495445812107807,0.00782162221357881,18.7965253668559,5.72636757044894
"4","2021-08-17","WS","EPIL",0.0120863342440591,0.00890289092921711,0.0018329496671411,0.000582228132229792,0.354539578991525,0.0228524826882146,9.79937131535143,0.520308687505159,0.0387899738817516,0.00266784937540898,46.4878597804127,5.53130798734227
"5","2021-06-22","BG","EPIL",0.041130069640624,0.00301903356462898,0.003959834586588,0.000194177057978021,0.42775435211418,0.0388610332720171,16.2937513584023,1.24640782225223,0.0742122032528876,0.00710781735967123,4.35435848550166,2.87388899621707
"6","2021-07-07","BG","EPIL",0.0666148697004976,0.0299731114713136,0.00673573521299241,0.00254845003408627,0.73312769787087,0.339635998084503,27.202200109864,12.4981005324351,0.118880767669969,0.0533572513447429,32.7690673847073,9.20264462510025
"7","2021-08-03","BG","EPIL",0.00872503200573429,0.00280813448993101,0.00265107530232533,0.000242634401371208,0.318865982451399,0.0144539222792862,12.1913350722226,0.391456744078545,0.0510002948622809,0.00288483965912523,12.3163970676138,3.14601937045615
"8","2021-08-17","BG","EPIL",0.00912182453473369,0.00295972314513378,0.00216573225616312,0.000152694710327501,0.268288544662846,0.0252803674201103,10.5470036236993,0.798512606176413,0.0415813086569339,0.00354470152537332,6.76126419173937,2.5519197717779
"9","2021-09-22","BG","EPIL",0.00878891841544891,0.00317082421859643,0.00169933694413048,0.000301373797126381,0.234687350804372,0.0347713486930823,10.1531954719412,0.674447825392379,0.0368040619963042,0.00493607687455177,5.32199483269414,0.848150927613953
"10","2021-06-22","BN","EPIL",0.0240095239744633,0.00306370906353775,0.00266392395207555,0.000381498681127246,0.274967916953134,0.0487456863926604,11.3411238271794,1.92289178763433,0.0499945755633485,0.0081277986567708,3.89566374731622,2.7453533297459
"11","2021-07-07","BN","EPIL",0.0390801525112743,0.00440455190444111,0.00356022041734515,0.00032896712758203,0.408181438031084,0.0314422803501161,15.8878357613103,1.00136124477209,0.0669723344329187,0.00615084638874615,16.1474020112505,8.64365142165359
"12","2021-08-03","BN","EPIL",0.00326401376055363,0.00175935901096126,0.00181643175363498,0.000199016050888834,0.241817713077629,0.0220187666869896,9.68672256781304,0.764107554548876,0.0426832509582014,0.00216532437699662,14.1685640739174,4.39179746609535
"13","2021-09-22","BN","EPIL",0.00414586632363538,0.00270714380829005,0.00173228184246924,0.000420078166035475,0.222543541547051,0.0565946681378211,9.77923704970228,2.68004043292539,0.0362440173675355,0.00942648043586309,6.68395019722347,1.8898821890452
"14","2021-10-13","BN","EPIL",0.00475571718601505,0.00184308700342075,0.00129946702301676,0.000106616146401928,0.190480062727814,0.0230455785216085,8.37598481084336,0.923284640712016,0.0319523142203577,0.00313846126339107,4.85547312483337,0.366532989282176
"15","2021-06-22","DL","EPIL",0.0552342467597429,0.00367895427959966,0.0031835886773689,5.43881725493863e-05,0.489584539898175,0.0157170976778276,15.9186805087287,0.562765069900771,0.0744756509205377,0.00255303462947316,14.4999897419641,6.29590411009036
"16","2021-07-07","DL","EPIL",0.0629777457126814,0.00114502120437482,0.00424842821880506,0.000288193136965974,0.608494101806246,0.0169852177255377,14.0384372399283,0.156923988803023,0.0883519337018249,0.00701314776488041,30.4520684153669,5.32178285709178
"17","2021-08-03","DL","EPIL",0.0334626660861029,0.0131021989387459,0.00620208295363094,0.00222587216437925,0.776456247012724,0.302500991793956,19.7131560807801,7.98099751833016,0.0933368461910581,0.0375185618521649,18.4949623692089,10.7843165044184
